Database,Schema,Table/View,Table or View,Description,Date_Range,Data Start,Data End,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Release schedule,Provisional Schedule,Updated Frequency,Only Historic
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1415_Der,Table,Contains various derivations for the 2014/15 logic.,Apr 2008 - Mar 2015,Apr 2008, Mar 2015,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1516_Cost,Table,Contains cost/price data for the 2015/16 national tariff rules.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1516_Der,Table,Contains various derivations for the 2015/16 logic.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1617_Cost,Table,Contains cost/price data for the 2016/17 national tariff rules.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1617_Der,Table,Contains various derivations for the 2016/17 logic.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1718_Cost,Table,Contains cost/price data for the 2017/18 national tariff rules.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1718_Der,Table,Contains various derivations for the 2017/18 logic.,Apr 2008 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_1819_Cost,Table,Contains cost/price data for the 2018/19 national tariff rules.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_APCS_CCG,Table,Contains various different CCG lookups.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA,Table,"The OP data, taken from SUS SEM from 2008/09 until 2014/15 and from SUS+ for 2015/16 onwards.",Apr 2008 - Ongoing,Apr 2008, Ongoing,http://content.digital.nhs.uk/sus/susguidance,NHS Digital - SUS+,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1314_Cost,Table,Contains cost/price data for the 2013/14 national tariff rules.,Apr 2008 - Mar 2014,Apr 2008, Mar 2014,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1314_Der,Table,Contains various derivations for the 2013/14 logic.,Apr 2008 - Mar 2014,Apr 2008, Mar 2014,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1415_Cost,Table,Contains cost/price data for the 2014/15 national tariff rules.,Apr 2008 - Mar 2015,Apr 2008, Mar 2015,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1415_Der,Table,Contains various derivations for the 2014/15 logic.,Apr 2008 - Mar 2015,Apr 2008, Mar 2015,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1516_Cost,Table,Contains cost/price data for the 2015/16 national tariff rules.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1516_Der,Table,Contains various derivations for the 2015/16 logic.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1617_Cost,Table,Contains cost/price data for the 2016/17 national tariff rules.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1617_Der,Table,Contains various derivations for the 2016/17 logic.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1718_Cost,Table,Contains cost/price data for the 2017/18 national tariff rules.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1718_Der,Table,Contains various derivations for the 2017/18 logic.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_1819_Cost,Table,Contains cost/price data for the 2018/19 national tariff rules.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_CCG,Table,Contains various different CCG lookups.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_Diag,Table,"The OP diagnosis data, taken from SUS SEM.",Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_OPA_Proc,Table,"The OP procedure data, taken from SUS SEM.",Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_RefCost_AEA,Table,"The reference cost HRG-level output, from the 2014/15 reference cost grouper.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_RefCost_APCE,Table,"The reference cost HRG-level output, from the 2014/15 reference cost grouper.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_RefCost_APCE_UB,Table,"The reference cost unbundled HRG-level output, from the 2014/15 reference cost grouper.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_RefCost_OPA,Table,"The reference cost HRG-level output, from the 2014/15 reference cost grouper.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,dbo,tbl_Data_SEM_RefCost_OPA_UB,Table,"The reference cost unbundled HRG-level output, from the 2014/15 reference cost grouper.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Live,QA,errors,Table,The table used to store any data issues for quality assurance/testing purposes.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,uvw_NHSE_SUSPlus_Live_PartitionCountPivot,View,A pivoted view of the view dbo.uvw_NHSE_SEM_Live_partitionCounts.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,uvw_NHSE_SUSPlus_Live_partitionCounts,View,"A view of the partitions of the data, in the database.",Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,vw_SJS_APCE_Checks,View,A view of a subset of the APCE data to check for a potential issue.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,vw_SJS_OPA_All,View,A view of a subset of the OP data.,Jan 2016 - Ongoing,Jan 2016, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,vw_SJS_OPA_Checks,View,"A view of a subset of the OP data, sourced from the SEM_Live dbo.tbl_Data_SEM_OPACheck table.",Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Live,dbo,vw_SJS_OPA_Lon,View,A view of a subset of the OP data for London organisations.,Apr 2008 - Ongoing,Apr 2008, Ongoing,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_Reference,,,N/A,A number of reference tables and views  that can be used independently or in conjunction with tables in other databases to provide descriptions and aggregations.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,11/7/17,,,N/A,N/A,N/A,N/A
NHSE_Reference,dbo,,N/A,The default schema for the data in the database.,N/A,N/A,N/A,,,Nathan Abbotts,11/7/17,,,N/A,N/A,N/A,N/A
NHSE_Reference,dbo,tbl_Ref_FriendsAndFamilyTest_Outpatient_Scores,Table,"Friends and family test (FFT) data, outpatient scores, sourced from UKHD.",Apr 2015 - Ongoing,Apr 2015,Ongoing,https://www.england.nhs.uk/fft/,NHS England - Friends & Family Test,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_ProviderSite,Table,"Provider Site code and descriptions and other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_AdministrativeCategoryDer,Table,Administrative category codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_Crude_All_Ages_All_Causes,Table,"Mortality data for all ages and causes, sourced from UKHD.",Dec 2014 - Ongoing,Dec 2014,Ongoing,,,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Deaths_Occurring_In_And_Outside_Hospital,Table,"Summary hospital-level mortality indicator (SHMI) deaths occurring in and out of hospital, sourced from UKHD.",Sep 2011 - Ongoing,Sep 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_AdmissionSubType,Table,Admission sub type codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Deaths_Split_By_Deprivation_Quintile,Table,"Summary hospital-level mortality indicator (SHMI) deaths split by deprivation quintile, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Deaths_Within_30_Days_Elective,Table,"Summary hospital-level mortality indicator (SHMI) deaths within 30 days, for elective data, sourced from UKHD.",Sep 2011 - Ongoing,Sep 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ClinCode_BADS_Definitions_1,Table,British Association of Day Surgery definitions and rates.,N/A,N/A,N/A,https://daysurgeryuk.net/en/home/,BADS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_AdmissionType,Table,Admission Type codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ClinCode_ICD10,Table,ICD10 codes & descriptions.,,,,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Deaths_Within_30_Days_NonElective,Table,"Summary hospital-level mortality indicator (SHMI) deaths within 30 days, for non-elective data, sourced from UKHD.",Sep 2011 - Ongoing,Sep 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ClinCode_BADS_Definitions_2,Table,British Association of Day Surgery definitions and rates.,N/A,N/A,N/A,https://daysurgeryuk.net/en/home/,BADS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Diagnosis_Group_Breakdown,Table,"Summary hospital-level mortality indicator (SHMI) diagnosis group data, sourced from UKHD.",Jun 2013 - Ongoing,Jun 2013,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_BPTFlagApplied,Table,Best practice tariff flag applied codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ClinCode_OPCS,Table,OPCS codes & descriptions.,,,,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Indicator,Table,"Summary hospital-level mortality indicator (SHMI) indicator details, sourced from UKHD.",Mar 2011- Ongoing,Mar 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_Postcode_Default,Table,"Default (non-england) postcodes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Model_Fit,Table,"Summary hospital-level mortality indicator (SHMI) statistical model fit statistics, sourced from UKHD.",Mar 2011- Ongoing,Mar 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_CDSGroupIndicator,Table,CDS Group Indicator codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_ArrivalMode,Table,A&E arrival mode and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_arrival_mode_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Model_Predict,Table,"Summary hospital-level mortality indicator (SHMI) statistical model predict statistics, sourced from UKHD.",Mar 2011- Ongoing,Mar 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Pct_Of_Deaths_With_Palliative_Care_Coding,Table,"Summary hospital-level mortality indicator (SHMI) death data with palliative care coding, sourced from UKHD.",Mar 2011- Ongoing,Mar 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_Postcode_Prisons,Table,"Prison postcodes and other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_ChildRAPValidationIndicator,Table,Child readmission validation codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_AttendanceCategory,Table,A&E attendance category and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Pct_Of_Prov_Spells_With_Palliative_Care_Coding,Table,"Summary hospital-level mortality indicator (SHMI) provider data with palliative care coding, sourced from UKHD.",Mar 2011- Ongoing,Mar 2011,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Mortality_SHMI_Provider_Spells_Split_By_Deprivation_Quintile,Table,"Summary hospital-level mortality indicator (SHMI) provider data split by deprivation quintile, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.digital.nhs.uk/SHMI,NHS Digital - SHMI,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_DevolvedAdmin,Table,"Devolved administration Sub-regions, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_CodeCleaning,Table,codes Cleaning codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_AttendanceDisposal,Table,A&E attendance disposal codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_attendance_disposal_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Area_Team_Control,Table,"Quality and outcomes framework (QOF) area team control, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Commissioner_Control,Table,"Quality and outcomes framework (QOF) commissioner control, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_CCGToLAT,Table,"CCG to LAT mapping table, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_CodeTypeDrivingUnbundling,Table,codes type deriving unbundling codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_DepartmentType,Table,A&E department type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_department_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Commissioning_Region_Control,Table,"Quality and outcomes framework (QOF) commissioning region control, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ODS_GPPractice_All,Table,"GP Practice code, description and other attributes, sourced from the NHS Organisation Data Service.",N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Country_Control,Table,"Quality and outcomes framework (QOF) country control, sourced from UKHD.",Mar 2015 - Ongoing,Mar 2015,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_CostedIndicator,Table,Costed Indicator codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_Diagnosis,Table,A&E diagnosis codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/web_site_content/supporting_information/clinical_coding/accident_and_emergency_diagnosis_tables.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Exception_Output,Table,"Quality and outcomes framework (QOF) exceptions data, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Other_Country_Code,Table,Locally defined country codes and descriptions.,N/A,N/A,N/A,https://digital.nhs.uk/organisation-data-service,NHS Digital - ODS,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Indicator_Domain_Reference,Table,"Quality and outcomes framework (QOF) domain reference data, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_HRG_1617,Table,"HRG codes, descriptions and other attributes in 2016/17.",N/A,N/A,N/A,http://content.digital.nhs.uk/casemix,NHS Digital - Casemix,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_DeptTypeMIUIndicator,Table,Department Type indicator codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_IncidentLocationType,Table,A&E incident location type codes and description.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_incident_location_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Indicator_Group_Reference,Table,"Quality and outcomes framework (QOF) indicator group reference data, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_QOF_Indicator_Reference,Table,"Quality and outcomes framework (QOF) indicator reference data, sourced from UKHD.",Mar 2014 - Ongoing,Mar 2014,Ongoing,http://content.digital.nhs.uk/qof,NHS Digital - QOF,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_AEA_HRG_1617,Table,A&E tariffs for 2016/17.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Other_LATToLAT,Table,Non specialised commissioning LAT to specialised commissioning LAT mapping.,N/A,N/A,N/A,https://www.england.nhs.uk/commissioning/spec-services/npc-crg/,NHS England - Specialised Services,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_ExclusionReason,Table,Exclusion Reason codes and descriptions.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_AEA_Investigation,Table,A&E investigation codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/web_site_content/supporting_information/clinical_coding/accident_and_emergency_investigation_table.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/15/17,,,,,,
