,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology ,Data Dictionary Name,Data Dictionary Links,Technical check,Business check
,2463,NHSE_IAPT,Treatments_v15,TREATMENT1,"Treatment patient experience question 1 - ""Did staff listen and treat your concerns seriously?""",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES TREATMENT PATIENT EXPERIENCE QUESTION 1,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_treatment_patient_experience_question_1_de.asp?shownav=1,,
,2464,NHSE_IAPT,Treatments_v15,TREATMENT2,"Treatment patient experience question 2 - ""Do you feel that the service has helped you to better understand and address your difficulties?""",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES TREATMENT PATIENT EXPERIENCE QUESTION 2,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_treatment_patient_experience_question_2_de.asp?shownav=1,,
,2465,NHSE_IAPT,Treatments_v15,TREATMENT3,"Treatment patient experience question 3 - ""Did you feel involved in making choices about your treatment and care?""",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES TREATMENT PATIENT EXPERIENCE QUESTION 3,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_treatment_patient_experience_question_3_de.asp?shownav=1,,
,2466,NHSE_IAPT,Treatments_v15,TREATMENT4,"Treatment patient experience question 4 - ""On reflection, did you get the help that mattered to you?""",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES TREATMENT PATIENT EXPERIENCE QUESTION 4,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_treatment_patient_experience_question_4_de.asp?shownav=1,,
,2467,NHSE_IAPT,Treatments_v15,TREATMENT5,"Treatment patient experience question 5 - ""Do you have confidence in your therapist and his / her skills and techniques?""",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES TREATMENT PATIENT EXPERIENCE QUESTION 5,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_treatment_patient_experience_question_5_de.asp?shownav=1,,
,2468,NHSE_IAPT,Treatments_v15,IC_PATHWAY_ID,"An identifier, which together with the ORGANISATION CODE / ORGANISATION IDENTIFIER of the issuer, uniquely identifies a PATIENT PATHWAY.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",,,,
,2469,NHSE_IAPT,Treatments_v15,IC_AFTER_LAST_TREAT_FLAG,"Flag to indicate whether the assessment tool was completed after the last treatment appointment, as recommended by NHS England.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,,
,2470,NHSE_IAPT,Treatments_v15,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",,,,
,2471,NHSE_IAPT,WaitingTimes_v15,WAITINGTIME_ID,A sequential number allocated to uniquely identify a treatment questionnaire record in the reporting period.,bigint,No,,,,,
,2472,NHSE_IAPT,WaitingTimes_v15,REFERRAL_ID,A sequential number allocated to uniquely identify a referral record in the reporting period.,bigint,No,,,,,
,2473,NHSE_IAPT,WaitingTimes_v15,IAPT_RECORD_NUMBER,Record number is a sequential number allocated to uniquely identify a person and provider combination within each month's submission.,varchar(16),No,,,,,
,2474,NHSE_IAPT,WaitingTimes_v15,IAPT_PERSON_ID,A pseudonymised unique patient identifier (NHS number being patient identifiable) to enable linkage across IAPT tables.,varchar(20),No,,,,,
,2475,NHSE_IAPT,WaitingTimes_v15,ORGCODEPROVIDER,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,,
,2476,NHSE_IAPT,WaitingTimes_v15,IC_SERVICEID,The unique identifier for a SERVICE REQUEST. ,bigint,No,,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1,,
,2477,NHSE_IAPT,WaitingTimes_v15,PAUSEID,This number is used to uniquely identify the period of activity suspension. The derivation is locally determined and does not need to be sequential.,varchar(5),No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_activity_suspension_identifier_de.asp?shownav=1,,
,2478,NHSE_IAPT,WaitingTimes_v15,PAUSESTARTDATE,Start date of a pause in the waiting period to cater for patient initiated delay. It commences once two reasonable offers have been declined and extends to the date the patient next makes themselves available for treatment. No pauses arises from NHS initiated rearrangement or cancellation.,date,No,,ACTIVITY SUSPENSION START DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/act/activity_suspension_start_date_de.asp?shownav=1,,
,2479,NHSE_IAPT,WaitingTimes_v15,PAUSEENDDATE,End date of a pause in waiting period. The date from which a patient has made themselves available for treatment.,date,No,,ACTIVITY SUSPENSION END DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/act/activity_suspension_end_date_de.asp?shownav=1,,
,2480,NHSE_IAPT,WaitingTimes_v15,PAUSEREASON,"The reason the PATIENT states they are unavailable for treatment for the purpose of the Improving Access to Psychological Therapies Data Set.
Patient Initiated pause in the waiting period.",varchar(2),No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION REASON,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_activity_suspension_reason_de.asp?shownav=1,,
,2481,NHSE_IAPT,WaitingTimes_v15,IC_PATHWAY_ID,"An identifier, which together with the ORGANISATION CODE / ORGANISATION IDENTIFIER of the issuer, uniquely identifies a PATIENT PATHWAY.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",,,,
,2482,NHSE_IAPT,WaitingTimes_v15,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",,,,
,2483,NHSE_IAPT,IAPT_Assessments,ASSESSMENT_ID,A sequential number allocated to uniquely identify a treatment questionnaire record in the reporting period.,bigint,No,,,,ZA & AH,SS
,2484,NHSE_IAPT,IAPT_Assessments,REFERRAL_ID,A sequential number allocated to uniquely identify a referral record in the reporting period.,bigint,No,,,,ZA & AH,SS
,2485,NHSE_IAPT,IAPT_Assessments,IAPT_RECORD_NUMBER,Record number is a sequential number allocated to uniquely identify a person and provider combination within each month's submission.,varchar(16),No,,,,ZA & AH,SS
,2486,NHSE_IAPT,IAPT_Assessments,IAPT_PERSON_ID,A pseudonymised unique patient identifier (NHS number being patient identifiable) to enable linkage across IAPT tables.,varchar(20),No,,,,ZA & AH,SS
,2487,NHSE_IAPT,IAPT_Assessments,ORGCODEPROVIDER,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,2488,NHSE_IAPT,IAPT_Assessments,IC_SERVICEID,The unique identifier for a SERVICE REQUEST. ,bigint,No,,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1,ZA & AH,SS
,2489,NHSE_IAPT,IAPT_Assessments,ASSESSPEQDATE,ASSESSMENT TOOL COMPLETION DATE is the DATE the ASSESSMENT TOOL was completed. ,date,No,,ASSESSMENT TOOL COMPLETION DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/as/assessment_tool_completion_date_de.asp?shownav=1?,ZA & AH,SS
,2490,NHSE_IAPT,IAPT_Assessments,ASSESSPEQTIME,ASSESSMENT TOOL COMPLETION TIME is the TIME the ASSESSMENT TOOL was completed. ,varchar(10),No,,ASSESSMENT TOOL COMPLETION TIME,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/as/assessment_tool_completion_time_de.asp?shownav=1?,ZA & AH,SS
,2491,NHSE_IAPT,IAPT_Assessments,ASSESSMENT1,"This question relates to whether the PATIENT was given information about options for choosing a treatment that is appropriate to their problems (""Were you given information about options for choosing a treatment that is appropriate for your problems?"").",varchar(1),No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 1,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_1_de.asp?shownav=1,ZA & AH,SS
,2492,NHSE_IAPT,IAPT_Assessments,ASSESSMENT2,"This question relates to whether the PATIENT preferred any of the treatments among the options available (""Do you prefer any of the treatments among the options available?"").",varchar(1),No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 2,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_2_de.asp?shownav=1,ZA & AH,SS
,2493,NHSE_IAPT,IAPT_Assessments,ASSESSMENT3,"This question relates to whether the PATIENT was offered their preferred treatment (""Have you been offered your preference?"").",varchar(1),No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT CHOICE PATIENT EXPERIENCE QUESTION 3,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_choice_patient_experience_question_3_de.asp?shownav=1,ZA & AH,SS
,2494,NHSE_IAPT,IAPT_Assessments,SATISFACTION,"This question relates to whether the PATIENT was satisfied with their assessment. The score ranges from 0-4, with higher numbers representing higher satisfaction.",int,No,,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ASSESSMENT SATISFACTION PATIENT EXPERIENCE QUESTION 1,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/i/imp/improving_access_to_psychological_therapies_assessment_satisfaction_patient_experience_question_1_de.asp?shownav=1,ZA & AH,SS
,2495,NHSE_IAPT,IAPT_Assessments,IC_PATHWAY_ID,"An identifier, which together with the ORGANISATION CODE / ORGANISATION IDENTIFIER of the issuer, uniquely identifies a PATIENT PATHWAY.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",,,ZA & AH,SS
,2496,NHSE_IAPT,IAPT_Assessments,IC_AFTER_LAST_ASSESS_FLAG,"Flag to indicate whether the assessment tool was completed after the last assessment appointment, as recommended by NHS England.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2497,NHSE_IAPT,IAPT_Assessments,DSCROCode1,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2498,NHSE_IAPT,IAPT_Assessments,DSCROCode2,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2499,NHSE_IAPT,IAPT_Assessments,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",,,ZA & AH,SS
,2500,NHSE_IAPT,IAPT_Header,HEADER_ID,Unique identifier for each file submitted.,bigint,No,,,,ZA & AH,SS
,2501,NHSE_IAPT,IAPT_Header,FILE_TYPE,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,2502,NHSE_IAPT,IAPT_Header,END_PROCESSING_DATE,Final process completion date and time. Used internally.,datetime,No,,,,ZA & AH,SS
,2503,NHSE_IAPT,IAPT_Header,COMPLETION_TIME,Completion time of final data processing ,datetime,No,,,,ZA & AH,SS
,2504,NHSE_IAPT,IAPT_Header,START_DATE,REPORTING PERIOD START DATE is the start date of the REPORTING PERIOD and is used in conjunction with REPORTING PERIOD END DATE to specify the actual period the reported information relates to.,datetime,No,,REPORTING PERIOD START DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/rep/reporting_period_start_date_de.asp?shownav=1,ZA & AH,SS
,2505,NHSE_IAPT,IAPT_Header,END_DATE,REPORTING PERIOD END DATE is the end date of the REPORTING PERIOD and is used in conjunction with REPORTING PERIOD START DATE to specify the actual period the reported information relates to.,datetime,No,,REPORTING PERIOD END DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/rep/reporting_period_end_date_de.asp?shownav=1,ZA & AH,SS
,2506,NHSE_IAPT,IAPT_Header,TOTAL_RECORDS,Count of total number of patient records for the provider in the reporting period.,int,No,,,,ZA & AH,SS
,2507,NHSE_IAPT,IAPT_Header,BSP_UNIQUE_ID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
