Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Checked,Business check,RK 2
83,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,NCBLocal_RuleApplied,The local rule that has been applied to identify Military Personnel or Offender Health attendances.,varchar(100),Yes,"Only apply these rules where NCBLocal_Flag is ?1?.
Set as '|Provider Submitted' where the first 3 characters of Commissioner_Code are a Commissioning Hub Code, ?X24?, ?XMD? or a Local Area Team code that is not ?Q99?.
When GP_Practice_Type_NCB is ?Military?, Der_Record_Type is ?Hist? and GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' then '|Military Personnel (Practice)' is added, unless GP_Practice_Name contains ?RRU?, in which case '|Military Personnel (Practice ? RRU)? is added.
When  Der_Record_Type is ?Curr?, GP_Practice_Type_NCB is ?Military?, the first 3 characters of Commissioner_Code are ?13Q? then add '|Military Personnel (Practice)', or '|Military Personnel (Practice ? RRU)' if GP_Practice_Name contains ?RRU?.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', Der_Record_Type is ?Hist?, GP_Practice_Type_NCB is not ?Non-NCB? and the first 3 characters of Commissioner_Code are ?XMD? add '|Military Personnel (XMD)'.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' and GP_Practice_Type_NCB is ?Offender? add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and the Postcode_Type in the ODS Prison Postcode reference table is ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,
104,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,NCBLocal_RuleApplied,The local rule that has been applied to identify Military Personnel or Offender Health attendances.,varchar(100),Yes,"Only apply these rules where NCBLocal_Flag is ?1?.
Set as '|Provider Submitted' where the first 3 characters of Commissioner_Code are a Commissioning Hub Code, ?X24?, ?XMD? or a Local Area Team code that is not ?Q99?.
When GP_Practice_Type_NCB is ?Military?, Der_Record_Type is ?Hist? and GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' then '|Military Personnel (Practice)' is added, unless GP_Practice_Name contains ?RRU?, in which case '|Military Personnel (Practice ? RRU)? is added.
When  Der_Record_Type is ?Curr?, GP_Practice_Type_NCB is ?Military?, the first 3 characters of Commissioner_Code are ?13Q? then add '|Military Personnel (Practice)', or '|Military Personnel (Practice ? RRU)' if GP_Practice_Name contains ?RRU?.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', Der_Record_Type is ?Hist?, GP_Practice_Type_NCB is not ?Non-NCB? and the first 3 characters of Commissioner_Code are ?XMD? add '|Military Personnel (XMD)'.
When GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999' and GP_Practice_Type_NCB is ?Offender? add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and the Postcode_Type in the ODS Prison Postcode reference table is ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,can run through together
126,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,NCBFinal_NPoC,The definitive NPoC for the attendance (not applicable for A&E).,varchar(4),Yes,"Not applicable for A&E, so left null.",,,RK,AP,
1144,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,NCBLocal_RuleApplied,"Concatenated string of the locally defined rule that have been applied i.e. Military Personnel, Offender Health or Secondary Dental.",varchar(250),Yes,"Runs through a series of rules, for each rule met the result is concatenated onto the string, allowing all rules met to be identified.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then ?|Provider Submitted? is added.
When NCBLocal_RuleApplied is complete and FCE_HRG is ?SB97Z? or ?SC97Z? then ?|Unbundled Chemo/Radio? is added.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not already contain ?|Secondary Dental? then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not already contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then '|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead .
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?|Military Personnel (XMD)? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then '|Offender Health (Practice)' is added.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then '|Offender Health (Postcode)' is added.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then '|Offender Health (Postcode)' is added.",,,RK,AP,can run through together
1168,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,NCBLocal_RuleApplied,"Concatenated string of the locally defined rule that have been applied i.e. Military Personnel, Offender Health or Secondary Dental.",varchar(250),Yes,"Runs through a series of rules, for each rule met the result is concatenated onto the string, allowing all rules met to be identified.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then ?|Provider Submitted? is added.
When NCBLocal_RuleApplied is complete and FCE_HRG is ?SB97Z? or ?SC97Z? then ?|Unbundled Chemo/Radio? is added.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not already contain ?|Secondary Dental? then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not already contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then '|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead .
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?|Military Personnel (XMD)? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then '|Offender Health (Practice)' is added.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then '|Offender Health (Postcode)' is added.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then '|Offender Health (Postcode)' is added.",,,RK,AP,can run through together
1194,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,NCBLocal_RuleApplied,"Concatenated string of the locally defined rule that have been applied i.e. Military Personnel, Offender Health or Secondary Dental.",varchar(250),Yes,"Runs through a series of rules, for each rule met the result is concatenated onto the string, allowing all rules met to be identified.
When NCBLocal_FCE_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub code, Local Area Team code (that is not ?Q99?), ?X24? or ?XMD? then ?|Provider Submitted? is added.
When NCBLocal_RuleApplied is complete and FCE_HRG is ?SB97Z? or ?SC97Z? then ?|Unbundled Chemo/Radio? is added.
When NCBLocal_FCE_Flag is complete and Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and Agreement_Line_Number, Commissioner_Reference_Number or Provider_Reference_Number contains ?DENTAL? and NCBLocal_RuleApplied does not already contain ?|Secondary Dental? then ?|Secondary Dental? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Military? then ?|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead.
When Der_Record_Type is ?Curr?, NCBLocal_RuleApplied does not already contain ?|Military Personnel?, GP_Practice_Type_NCB is ?Military? and the first three characters of Commissioner_Code are ?13Q? then '|Military Personnel (Practice)? is added; where GP_Practice_Name contains ?RRU? then ?|Military Personnel (Practice - RRU)? is added instead .
When NCBLocal_FCE_Flag is complete, NCBLocal_RuleApplied does not contain ?|Military Personnel?, GP_Practice_Type_NCB is not ?Non-NCB? and the first three characters of Commissioner_Code are ?XMD? then ?|Military Personnel (XMD)? is added.
When NCBLocal_FCE_Flag is complete and GP_Practice_Type_NCB is ?Offender? then '|Offender Health (Practice)' is added.
When NCBLocal_FCE_Flag is complete and Postcode_Type is ?Unique? in the ODS prisons postcode reference table then '|Offender Health (Postcode)' is added.
When NCBLocal_FCE_Flag is complete, Postcode_Type is ?Non-unique? or ?Unknown? in the ODS prisons postcode reference table and Source_of_Admission is ?39? then '|Offender Health (Postcode)' is added.",,,RK,AP,can run through together
1212,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,NCBPST_FCE_NPoC,The dominant National Programme of Care (NPoC) service code for the episode as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,varchar(4),Yes,Set the same as FCE_NPOC in the output table of the PS Tool.,,,RK,AP,
1601,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,NCBLocal_RuleApplied,Concatenated string indicating the local rule/s applied to identify direct commissioning activity.,varchar(250),Yes,"When NCBLocal_RuleApplied is null then set as '|Provider Submitted', if it is complete it is a concatenation of NCBLocal_RuleApplied and ?|Provider Submitted' where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
All the following rules are only applied where NCBLocal_Flag is complete.
When Attend_Core_HRG is ?SB97Z? or ?SC97Z? then add '|Unbundled Chemo/Radio' to the field.
When Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' or Agreement_Line_Number, Commissioner_Reference_No or Provider_Reference_No contains ?Dental?then add '|Secondary Dental' to the field.
When GP_Practice_Type_NCB is ?Military?, ?|Military Personnel (Practice)' is added; where GP_Practice_Name contains ?RRU? then '|Military Personnel (Practice - RRU)' is added instead.
When Der_Record_Type is ?Hist?, GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', GP_Practice_Type_NCB is not ?Non_NCB? and the first three characters of Commissioner_Code are ?XMD? then add '|Military Personnel (XMD)'.
When Der_Record_Type is ?Hist?,  GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', and GP_Practice_Type_NCB is 'Offender' then add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and has Postcode_Type ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,can run through together
1631,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,NCBLocal_RuleApplied,Concatenated string indicating the local rule/s applied to identify direct commissioning activity.,varchar(250),Yes,"When NCBLocal_RuleApplied is null then set as '|Provider Submitted', if it is complete it is a concatenation of NCBLocal_RuleApplied and ?|Provider Submitted' where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
All the following rules are only applied where NCBLocal_Flag is complete.
When Attend_Core_HRG is ?SB97Z? or ?SC97Z? then add '|Unbundled Chemo/Radio' to the field.
When Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' or Agreement_Line_Number, Commissioner_Reference_No or Provider_Reference_No contains ?Dental?then add '|Secondary Dental' to the field.
When GP_Practice_Type_NCB is ?Military?, ?|Military Personnel (Practice)' is added; where GP_Practice_Name contains ?RRU? then '|Military Personnel (Practice - RRU)' is added instead.
When Der_Record_Type is ?Hist?, GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', GP_Practice_Type_NCB is not ?Non_NCB? and the first three characters of Commissioner_Code are ?XMD? then add '|Military Personnel (XMD)'.
When Der_Record_Type is ?Hist?,  GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', and GP_Practice_Type_NCB is 'Offender' then add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and has Postcode_Type ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,can run through together
1694,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,NCBLocal_RuleApplied,Concatenated string indicating the local rule/s applied to identify direct commissioning activity.,varchar(250),Yes,"When NCBLocal_RuleApplied is null then set as '|Provider Submitted', if it is complete it is a concatenation of NCBLocal_RuleApplied and ?|Provider Submitted' where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
All the following rules are only applied where NCBLocal_Flag is complete.
When Attend_Core_HRG is ?SB97Z? or ?SC97Z? then add '|Unbundled Chemo/Radio' to the field.
When Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' or Agreement_Line_Number, Commissioner_Reference_No or Provider_Reference_No contains ?Dental?then add '|Secondary Dental' to the field.
When GP_Practice_Type_NCB is ?Military?, ?|Military Personnel (Practice)' is added; where GP_Practice_Name contains ?RRU? then '|Military Personnel (Practice - RRU)' is added instead.
When Der_Record_Type is ?Hist?, GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', GP_Practice_Type_NCB is not ?Non_NCB? and the first three characters of Commissioner_Code are ?XMD? then add '|Military Personnel (XMD)'.
When Der_Record_Type is ?Hist?,  GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', and GP_Practice_Type_NCB is 'Offender' then add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and has Postcode_Type ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,can run through together
1752,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBPST_NPoC,The dominant national programme of care service code for the attendance.,varchar(4),Yes,"An output table of the PSS Tool is looked at, and the 'NPOC' field from that table is used here.",,,RK,AP,
